text,score
क्योंकि 'जॉली एलएलबी' जो पहले आई थी उसमें अरशद वारसी के साथ दर्शकों ने काफी आनंद लिया था।,1
जब कहानी में नयापन ना हो तो स्क्रीनप्ले में उस तरह का नयापन लाना वाकई मुश्किल काम है,1
परफॉर्मेंस लेवल पर बात करें तो अक्षय कुमार ने जॉली का किरदार बहुत बेहतरीन ढंग से निभाया है,1
यह कथ्य प्रधान फिल्म है। लेखक व निर्देशक की ईमानदारी और साचे पर गौर करने की जरूरत है,1
रितिक रोशन को ‘काबिल’ लोकप्रियता के नए स्तर पर ले जाएगी,1
उनके दर्शकों का दायरा बढ़ाएगी,1
सभी घटनाओं और एक्शन में विश्वसनीय कल्पना है,1
उन्होंने रोहन के किरदार को सटीक रंग और ढंग्र दिया है,1
उन्होंने छोटे वाक्य और आज के शब्दों में भाव को बहुत अच्छी तरह व्यक्त किया है,1
सहयोगी कलाकारों में रोनित रॉय और रोहित रॉय सगे भाइयों की कास्टिंग जबरदस्त है,1
दोनों ने अपने किरदारों का ग्रे शेड अच्छी तरह पेश किया हैं,1
"निस्संदेह, शाह रुख खान ने कुछ अलग करने की कोशिश की हैं",1
"यह उस कसौटी पर तमाम कलाकारों, फिल्मकार और फिल्म से जुड़े हर विभाग के लोगों के अथक प्रयास से पूर्णत: खरी उतरी",1
यह मनोरंजन और मैसेज का मारक मिश्रण बन उभर और निखर कर सभी के सामने आई,1
"इस महागाथा को रोचक, प्रेरक और रोमांचक तरीके से पेश किया है",1
बल्लू सलूजा की एडीटिंग धारदार है,1
उन्होंने पटकथा इंच मात्र भी बोझिल नहीं होने दी है,1
यह आमिर खान की एक और दमदार फिल्म हैं,1
वजनी महावीर फोगाट के रूप में उनका कायांतरण अलहदा,1
फिल्म का गीत-संगीत असरदार और कहानी को आगे बढ़ाने वाला है,1
फिल्म देखने के बाद लगा वक्त न्यायोचित लगता है,1
इसमें अगला नेशनल अवार्ड जीतने की तमाम खूबियां हैं,1
लेखक निर्देशक ने सस्पेंस रचा है,1
इस रहस्य कथा को दिखाने और सुनाने का तरीका नया चुनने का प्रयास हुआ हैं,1
उन्हों ने स्क्रिप्ट के दायरे में उम्दा करने का प्रयास किया है,1
रणवीर सिंह ने धरम की बेचैनी और कूपमंडूक प्रवृत्ति को बखूबी आत्मसात किया है,1
शायरा के अवतार में वाणी की नृत्य-क्षमता का भरपूर इस्तेमाल हुआ है,1
यह अलहदा फिल्म हैं,1
"इसमें भी रोमांच, रहस्य और विद्या हैं, लेकिन इस फिल्म की कहानी बिल्कुल अलग हैं",1
दुर्गा रानी सिंह और विद्या सिन्हा के रूप में एक ही औरत के दो व्यक्तियों को उन्होने बखूबी समझा और प्रभावशाली तरीके से जीवंत किया हैं,1
लेकिन लीक से अलग स्वतंत्र किरदार निभाने में वह माहिर हैं।,1
"राजीव रुइया ने सस्पेंस, थ्रिल और हॉरर का संयोजन ख़ूबसूरती से किया हैं",1
हॉरर में बैकग्राउंड म्यूज़िक काफी महत्त्व रखता है। उसमें भी फ़िल्म सफल होती है।,1
शाहरुख खान अपनी प्रचलित छवि से अलग साधारण किरदार में सहज हैं,1
उनका चार्म बरकरार हैं,1
वह अपने अंदाज और किरदार के मिजाज से आकर्षक लगते हैं,1
आलिया भट्ट अपनी पीढ़ी की समर्थ अभिनेत्री के तौर पर उभर रही हैं,1
"क्यारा के अवसाद, द्वंद्व और महात्वाकांक्षा को उन्होंने दृश्यों के मुताबिक असरदार तरीके से पेश किया है",1
उन्होंंने किरदार की निराशा और ललक को अच्छी तरह व्यक्त किया है,1
फिल्म में गति है। पर्याप्त एक्शन है,1
जॉन अब्राहम एक्शन दृश्यों में यों भी अच्छे और विश्वसनीय लगते हैं।,1
फिल्म की पृष्ठाभूमि में संगीत का पूरा उपयोग हुआ है,1
बतौर अभिनेत्री उनमें ग्रोथ दिखती है। नाटकीय दृश्यों में वह होल्ड करती हैं,1
उन्होंने एक बार फिर दिखाया है कि अभिनय के लिए भाव और अभिव्यक्ति पर नियंत्रण कितना जरूरी है।,1
हालांकि कुछ संवाद प्रभावशाली हैं। उनमें भाव और अर्थ को अच्छी तरह पिरोए गए हैं,1
इसकी पैकेजिंग खूबसूरत रहती है।,1
वे कमजोर दिखने वाले दृश्यों में सचमुच लाचार दिखते हैं,1
अनुष्का शर्मा किरदार और कलाकार दोनों ही पहलुओं से बाजी मार ले जाती हैं,1
एक्शन और इमोशन से भरपूर 'शिवाय',1
अजय देवगन की ‘शिवाय’ में अनेक खूबियां हैं। हिंदी में ऐसी एक्शन फिल्म नहीं देखी गई है,1
एक्शन दृश्यों में उनकी तल्लीनता दिखती है,1
अजय देवगन ने एक्शन का मानदंड बढ़ा दिया है,1
उन्होंने एक्शन के साथ अपनी अदाकारी के जलवे भी दिखाए हैं,1
पहली फिल्म होने के बावजूद वह अपनी मौजूदगी दर्ज करती हैं,1
बेटी गौरा की भूमिका में एबिगेल एम्स बहुत एक्सप्रेसिव हैं,1
अजय देवगन का प्रयास सराहनीय है,1
इन कलाकारों ने सौंपी गई भूमिकाओं को ढंग से निभाया हैं,1
उनकी कॉमिक टाइमिंग और डांसिंग स्टेप कमाल के हैं,1
गुलजार के शब्दों के चयन और संवादों में हमेशा की तरह लिरिकल खूबसूरती है,1
उन्हें राकेश ओमप्रकाश मेहरा आकर्षक विजुअल के साथ पेश करते हैं,1
लोकेशन मनमोहक हैं,1
बतौर कलाकार वे भी दिए गए चरित्रों को आत्मसात करते हैं,1
निस्संदेह ‘मिर्जिया’ भव्य और सुंदर है,1
फिल्म देखते समय तो उन यादगार लम्हों के साथ पार्श्व संगीत भी है। प्रभाव और लगाव गहरा हो जाता है,1
फिल्म अपने उद्देश्य में सफल रहती है,1
अंत में इस फिल्म की भाषा और परिवेश की तारीफ लाजिमी है,1
उन्होंंने लगन और ऊर्जा के साथ इस किरदार को निभाया है,1
‘बैंजो’ अच्छी कोशिश है,1
यह फिल्म भारतीय समाज में महिलाओं के एक अलग आयाम से परिचित कराती है,1
स्क्रिप्ट की सीमाओं के बावजूद नवाज अपनी प्रतिभा से फिल्म को रोचक बनाते हैं,1
उनकी संवाद अदायगी और आकस्मिक अदा दर्शकों को भाती है,1
पर्दे पर उनकी आंखों की शरारत रिझाती है,1
अकीरा में भी एक्शन की भरभार है,1
हालांकि यह एक्शन हवा-हवाई नहीं है। इन्हें रियल फाइट की तरह रखा गया है,1
"बहरहाल, सोनाक्षी सिन्हा की अदाकारी इस परतदार फिल्म को ऊंचाइयों पर ले जाती है",1
"टाइगर श्रॉफ में गति और चपलता है, इसलिए वे डांस और एक्शन के दृश्यों में मनमोहक लगते हैं",1
उन्होंने भारत-पाकिस्तान के आर-पार रोचक कहानी बुनी है,1
"बहरहाल, मुदस्सर अजीज ने इस सिटकॉम फिल्म में हंसाने का पूरा इंतजाम किया है",1
डायना पेंटी ने हैप्पी के एटीट्यूड को अच्छी तरह समझा है,1
भारतीय दर्शकों को यह मजेदार लगेगा,1
कुछ कमियों के बावजूद ‘हैप्पी भाग जाएगी’ मजेदार फिल्म है,1
आशुतोष गोवारिकर की यह खूबी तो है ही कि वे बड़ा सोचते हैं,1
फिल्म के एक्शन दृश्यों में उनकी चपलता देखते ही बनती है।,1
जबरदस्तस विजुअल्स हैं,1
‘रुस्तम’ एक प्रभावपूर्ण पीरियड फिल्म है,1
फिल्म की तकनीकी टीम का कार्य सराहनीय है।,1
'रुस्तम’ अलग किस्म की थ्रिलर फिल्म है,1
वे इस स्टायल में जंचते और अच्छे भी लगते हैं,1
अभिनेत्रियों में इलियाना डिक्रूज अपनी सीमित भूमिका में भी प्रभावित करती हैं।,1
उनके लुक और पहनावे पर अच्छी मेहनत की गई है,1
चारों ने अपने किरदारों को सही रंग और ढंग से आत्म सात किया है।,1
फिल्म के गीत-संगीत में छठे-सातवें दशक के संगीत की ध्वनि और शैली रहती तो अधिक आनंद आता,1
बायोपिक फिल्मों के इस दौर में ‘बुधिया...’ बेहतरीन उदाहरण है।,1
"दो व्यक्तियों के परस्पर विश्वास और संघर्ष की यह कहानी रोमांचक, प्रेरक और मनोरंजक हैं",1
सोमेंन्द्र पाढ़ी ने बहुत खूबसूरती से बुधिया और बिरंची के चरित्र को प्रस्तुत किया है,1
बिरंची के रूप में मनोज बाजपेयी फिर से अपनी प्रतिभा के नए पहलू से परिचित कराते हैं।,1
उन्होंने अपने भावों से फिल्म का प्रभाव बढ़ाया है,1
अबु धाबी के रेगिस्तानी इलाकों की नयनाभिराम खूबसूरती को सिनेमैटोग्राफर अयानन्का बोस ने बखूबी कैमरे में कैद किया है,1
फिल्म को भव्यता मिली है,1
उन्हें जॉन अब्राहम व वरुण धवन के डोले-शोले ने रोमांच की भरपूर अनुभूति प्रदान की है,1
हुसैन दलाल के चुटीले संवाद ने फिल्म की रफ्तार और धार बनाए रखी हैं,1
अदाकारी के मोर्चे पर हर कलाकार ने प्रभावित किया है,1
गंभीर शख्स की भूमिका में वे सहज लगते हैं,1
कबीर के किरदार में जॉन फबते हैं,1
हंसोड़ जुनैद अंसारी के कैरेक्टर में वरुण धवन की शिद्दत महसूस होती है,1
"इरफान की अदाकरी इस परतदार फिल्म को ऊंचाइयों पर ले जाती है, प्रभावित करती है और अपने उद्देश्य में सफल रहती है",1
अनुष्का शर्मा ने आरफा के किरदार को बखूबी निभाया है,1
"इरशाद कामिल और विशाल-शेखर के गीत-संगीत में फिल्म की थीम, किरदारों के इमोशन और पॉपुलर जरूरतों पर समान रूप से ध्यान दिया गया",1
पिता की भूमिका को रवि खेमू ने जस्टिफाई किया है,1
यामी गौतम ने किरदार को बखूबी परिभाषित किया है,1
"गीतकार मनोज मुंतजिर व कुमार के बोलों को उम्दा बनाने में मीत ब्रर्द्स, जीत गांगुली और अंकित तिवारी ने कोई कसर नहीं छोड़ी है",1
अनुराग कश्यप ने किस्सागोई में अपना हस्ताक्षर कायम रखा है,1
‘रमन राघव 2.0’ को थ्रिलर व उसका ह्यूमर ब्लैक रखने में अनुराग कश्यप सफल रहे हैं,1
इस काम में उन्हें संगीतकार संदीप चौटा का अच्छा साथ मिला है,1
"उनके सफर में डर, एडवेंचर और रोमांच है",1
लेखक-निर्देशक नागेश कुकनूर ने उनके सफर के अच्छेे-बुरे अनुभवों का ताना-बाना अच्छा बुना है,1
धनक’ में दोनों बाल कलाकारों हेतल गड्डा और कृष छाबडि़या ने बेहतरीन काम किया है,1
उनकी बाल सुलभ प्रतिक्रियाएं फिल्म का प्रभाव बढ़ाती है,1
विपिन शर्मा लाचार चाचा के रूप में अपनी भावमुद्राओं से आकर्षित करते हैं,1
राजस्थान की पृष्ठभूमि का सुंदर उपयोग हुआ है।,1
‘तीन’ नई तरह की फिल्म है। रोचक प्रयोग है,1
निर्माता सुजॉय घोष ने रिभु दासगुप्ता को लीक से अलग चलने और लिखने की हिम्मत और सहमति दी।,1
"नवाजुद्दीन सिद्दीकी के रूप में हिंदी फिल्मों को एक उम्दा कलाकार मिला है, जो अपनी मौलिक भंगिमाओं से चौंकाता है",1
फिल्म के गीतों में अमिताभ भट्टाचार्य ने फिल्म के भावों को अच्छी तरह संजोया है,1
उन गीतों पर गौर करेंगे तो फिल्म का आनंद बढ़ जाएगा।,1
तीनों ने फिल्म को हास्यास्पद बनाने में कोई कसर नहीं छोड़ी है,1
पवन कृपलानी ने ‘फोबिया’ में संगीत का सटीक इस्तेमाल किया है।,1
दोनों ने मिलकर पवन कृपलानी की सोच-समझ को उम्दा तरीके से प्रस्तुत किया है।,1
"म्यूजिक डायरेक्टर डेनियल बी जार्ज, एडिटर पूजा लाढा सूरती और सिनेमैटोग्राफर जयकृष्णन गुम्मडी के सहयोग से पवन कृपलानी ने रोमांचक तरीके से डर की यह कहानी रची है।",1
पवन कृपलानी ने बहुत खूबसूरती से घटनाओं को गुंथा है,1
लिखते रहें डॉ अरविंद!,1
महारानी गायत्री देवी के साथ लीला नायडू को भी वोग पत्रिका ने दुनिया की दस सुन्दर महिलाओं की अपनी सूची में रखा था ।,1
कम बजट में डायरेक्टर ने एक मजेदार फिल्म बनाई है। सिर्फ एक रात की पार्टी की कहानी में सौरभ ने हर पात्र से बेहतरीन काम लिया है। इसे सशक्त निर्देशन का कमाल ही कहा जा सकता है,1
लीला नायडू के अभिनय की अच्छी चर्चा हुई और फिल्म को राष्ट्रीय पुरस्कार भी मिला।,1
अपूर्व ने फॉर्मुला फिल्म में भी नयापन का छौंका लगाया है।,1
"रिजवान के रोल में शाहरुख बेजोड़ हैं।
काजोल मंदिरा के रूप में लाजवाब रही हैं। 
शाहरुख और काजोल की ऑन स्क्रीन केमिस्ट्री गजब की है।
लंबे अर्से बाद स्क्रीन पर नजर आईं जरीना वहाब छोटी सी भूमिका के बावजूद जमी हैं।",1
"यह नए किस्म का चरित्रांकन है, जहां औरत पवित्रता की मू‌िर्त्त भर नहीं है",1
यंग डायरेक्टर चौबे की तारीफ करनी होगी कि उन्होंने बतौर डायरेक्टर अपनी पहली फिल्म के पात्रों में सही किरदारों का चयन किया है।,1
"निर्देशक ने फिल्म की रफ्तार कहीं सुस्त नहीं पड़ने दी है। रियान के रोल में वीजे रणवीर सिंह पूरी तरह से फिट हैं। वहीं महेश मांजरेकर और सुशांत सिंह जब भी स्क्रीन पर आते हैं , दर्शक सहम जाते हैं।",1
उनकी मौजूदगी से ऊर्जा का संचार होता है,1
अंकुर में नसीरूद्दीन शाह जैसी स्वाभाविकता और खुलापन है,1
"मूवी की स्क्रिप्ट और दिल को छूते डायलॉग 3 इडियट्स की जान है। कई संवाद ऐसे हैं , जो हमारी व्यवस्था पर सटीक कमेंट कसते है। वहीं , कई डायलॉग स्टूडेंट्स के लिए मेसेज हैं और पैरंट्स के लिए एक सही सोच। बेशक अभिजीत जोशी और हिरानी की स्क्रिप्ट फिल्म का बेहद मजबूत पक्ष है।",1
"ऐसे में लव गुरू युवाओं को ऐसे कारगर टिप्स देता है, जिससे बिगड़े रिश्ते भी बन जाते हैं।",1
डायरेक्टर विशाल की यह पहली फिल्म है और उन्होंने कम पात्रों के बावजूद कहानी को कहीं बिखरने नहीं दिया।,1
उन्होंने स्लम की जिंदगी को उसकी धड़कनों के साथ कैमरे में कैद किया है।,1
"द.अफ्रीकी शहर जोहांसबर्ग से समुद्री किनारों से लेकर, गगनचुम्बी बिल्डिगों और वहां के मैदानों की हरी घास को बहुत ही मास्टरी से दिखाया गया है।",1
तमाम बातों के बावजूद नायिका का भिड़ जाने का अंदाज.. याद रहेगा.,1
"फिल्म में अक्षय - करीना की जोड़ी के अलावा आधा दर्जन और कलाकार हैं , जिन्हें शायद इस छोटी सी लव स्टोरी को लंबा करने के मकसद से ही फिट किया गया। फिल्म में अक्षय हॉलिवुड फिल्मों के स्टंट मैन के रोल में हैं और निश्चित तौर पर उनके एक्शन सीन पिछली फिल्मों के मुकाबले बेहतरीन हैं। हॉलिवुड के युनिवर्सल और कोडक स्टूडियो के अलावा लॉस एंजिल्स , कैलफॉर्निया और वेनिस शहर की आउटडोर लोकेशन में कैमरामैन विकास सिवरमन की सिनेमेटोग्रफी का जवाब नहीं।",1
शाहिद और जेनेलिया के बीच गजब की केमिस्ट्री है।,1
इम्तियाज़ अली ने एक प्रेम कहानी से ऐसा ही घनघोर प्रेम किया है.,1
संवादों में धार और चुटीलापन है।,1
दिल को छूता सुरीला म्यूजिक फिल्म का प्लस पॉइंट है।,1
"राजेश्वरी के रूप में तब्बू का जवाब नहीं।
तब्बू जब भी स्क्रीन पर आती हैं सभी पर हावी हो जाती हैं।
वहीं शरमन जोशी और युविका की जोड़ी खूब जमी है।",1
एक्शन दृश्यों में सलमान ने खूब मेहनत की है।,1
"फिल्म में अपने किरदार वीर प्रताप सिंह की रोमैंटिक और सपनों की दुनिया में रहने वाले प्ले ब्वॉय को उन्होंने काफी हद तक जीवंत कर दिखाया है। फिल्म के क्लाइमेक्स सीन फिल्म की जान है , जिसमें संध्या की शादी के मौके पर जाकर उसने अपने प्यार का इजहार किया है।",1
फिल्म शुरू से लेकर क्लाईमेक्स तक सरपट दौड़ती है और दर्शकों को बांधे रखने में कामयाब रहती है।,1
यह उस दौर की एक खूबसूरत और भव्य फिल्म थी।,1
श्यामक डावर के ग्रुप से जुड़े रहे शाहिद ने साबित किया है कि डांस में उनका कोई जवाब नहीं।,1
इंटरवल के बाद जावेद और राजपाल की दमदार एंट्री के बाद फिल्म कुछ दिलचस्प बनती है।,1
केदार शिंदे की फिल्म की शुरूआत अच्छी है,1
इस रोल के लिए बिग बी को छोड़कर और किसी के बारे में सोचा तक नहीं जा सकता।,1
उन्होंने जलील के किरदार को संयत तरीके से निभाया है।,1
"नसीरुद्दीन शाह, अरशद वारसी और विद्या बालन ने मिल कर फिल्म को प्रभावशाली बना दिया है।",1
ऐसे में सलमान की इस मेगा बजट फिल्म में हर ऐसा मसाला मौजूद है जो फ्रंट क्लास और मसाला फिल्मों के शौकीनों को पसंद है।,1
आंखों की रोशनी न होने के बावजूद फिल्म में अपने हैरतअंगेज ऐक्शन स्टंट दृश्यों को बिना किसी डुप्लिकेट का सहारा लिए खुद निभाया बल्कि ऐक्टिंग की एबीसी ना जानते हुए अपनी भूमिका के साथ काफी हद तक इंसाफ करने की कोशिश जरूर की है।,1
अमिताभ की डायलॉग डिलिवरी का जवाब नहीं।,1
फिल्म में सिनेमैटोग्राफी बहुत ही शानदार है।,1
इस फिल्म की विशेषता है कि अगले दृश्यों और प्रसंगों का अनुमान नहीं हो पाता।,1
गीतकार सुब्रत सिन्हा के लिखे गानों में नयापन और बोलों में ताजगी का एहसास लगता है। फिल्म के पांच गीत म्यूजिक चार्ट में लंबे अर्से से टॉप फाइव पर हैं।,1
रामू ने हर बार कुछ ऐसा किया जो मीडिया में छाया रहा।,1
फिल्म की पैकेजिंग और संगीत इसकी जान है।,1
। इस फिल्म में काजोल का जरूरी योगदान है।,1
मगर इस फिल्म का एक पहलू ऐसा है जो इससे पहले किसी फिल्म में नहीं था और उसने बागबान को सफल फिल्मों की कतार में लाकर खड़ा कर दिया,1
"यकीनन फरहान ने इस बार फिर साबित किया कि उनके अंदर भूमिका को जीवंत करने का जज्बा है। कार्तिक के करैक्टर को फरहान ने दो बिल्कुल अलग लुक में पेश किया है। फिल्म की शुरुआत में चश्मा पहने हुए , बॉस की डांट खाने वाले और बाद में बॉस के केबिन में जाकर बॉस से मनचाही टर्म्स मनवाने वाले कार्तिक के रूप में फरहान खूब जमे हैं। पिछली फिल्मों के मुकाबले दीपिका इस फिल्म में बिल्कुल अलग और फ्रेश लुक में नजर आईं।",1
सीबीआई इंस्पेक्टर का रोल कर रहे समीर कोचर ने भी अपनी पर्सनॉल्टी से दर्शकों का दिल जीतने में कामयाब रहे हैं।,1
अपनी हर फिल्म का तरह इस फिल्म में भी भट्ट साहब बॉलीवुड के सामने कई नये चेहरे लाने वाले वादे में खरे उतरे।,1
"बड़े अर्थों में ‘स्‍लमडॉग मिलिनेयर’ भी, एक बड़े शहरी समुदाय के मन को भा रही है.",1
शाहरुख खान पर फिल्माया आइटम सॉन्ग और टाइटिल सॉन्ग ' दूल्हा मिल गया ' अच्छे बन पड़े हैं।,1
इंटरवल  के  बाद  अश्वेत  बहुल  जॉर्जिया  की  दुर्दशा  को  करण  ने  बड़े  सहज  ढंग  से  कहानी  का  अहम  हिस्सा  बनाया  है।,1
"पूरी फिल्म गोविंदा और रणवीर पर टिकी है , लेकिन अपनी बिंदास और बोल्ड इमेज के चलते लारा सुष्मिता पर भारी पड़ी हैं।",1
फिल्म का बैकग्राउंड स्कोर और गीत-संगीत उल्लेखनीय है।,1
स्वानंद किरकिरे और विशाल भारद्वाज ने अपने संगीत से फिल्म के मूल भाव को गहराई दी है।,1
"श्रेयस ने अपने रोल को असरदार करने के लिए अच्छी खासी मेहनत की है।
श्रेयस के सिवा फिल्म में बाकी सबने तो बस अपना रोल निभा भर दिया है।",1
मिथुन चक्रवर्ती और पुरू राज कुमार अपनी भूमिकाओं से प्रभावित करते हैं।,1
"स्लम  बस्ती  में  रहने  वाले  कैरम  चैंपियन  सूर्या  के  अंदर  छिपी  टीस  और  आक्रोश  को  समाए  युवक  के  रोल  में  सिद्धार्थ  खूब  जमे 

द्म  प्रिया  के  हिस्से  में  चंद  सीन  आए  और  पद्म  उनमें  जमी हैं।

 जाएद  के  रोल  में  अंकुर  विराल  पूरी  फिल्म  में  छाए  रहे।",1
"फिल्म उन लोगों की सोच पर करारा व्यंग्य करती है , जो जनता को सिर्फ वोट हासिल करने और सत्ता प्राप्ति का एक जरिया समझते हैं।",1
इस फिल्म के डाइरेक्टर की कैमरे पर जबर्दस्त पकड़ और न्यू स्टार्स से काम लेने की कला राम गोपाल वर्मा से काफी हद तक मिलती है।,1
बिग बी के बेटे के रोल में सुदीप का जवाब नहीं,1
जन्नत की पूरी नई टीम वाकई तारीफ के काबिल है।,1
"नेहा धूपिया इस फिल्म में अपनी पिछली फिल्मों के मुकाबले अलग लुक और रोल में नजर आई हैं। वहीं, 'भेजा फ्राई' के बाद रजत और विनय के बीच की केमिस्ट्री गजब की है। अनुराधा मेनन अपने रोल में जमी हैं",1
रामू ने कहानी की रफ्तार कहीं थमने नहीं दी।,1
अगर वे बातें कर रहे हों तो हर मामले को रोशन कर देते हैं।,1
फिल्म में ऋषि कपूर की ऐक्टिंग का जवाब नहीं। अपनी खुद की भूमिका के साथ उन्होंने पूरा न्याय किया है। सत्तर के दशक में आई राज कपूर की फिल्म मेरा नाम जोकर में रूसी ऐक्ट्रिस का प्रसंग इस फिल्म में बहुत दमदार ढंग से फिट किया गया है।,1
अनुभव की कहानी बेहद संवेदनात्मक तरीके से बुनी गई है। फिल्म में इस तरह के अनेक नाटकीय और भावनात्मक प्रसंग हैं। इसे गुल पनाग और संजय सूरी ने बहुत प्रभावी ढंग से निभाया है। गुल और संजय के करियर की यह सबसे अच्छी फिल्म है। राज जुत्शी ने भी यादगार अभिनय किया है। जैकी श्रॉफ का अंदाज भी नया है।,1
दमदार स्क्रिप्ट और निर्देशन से सजी यह दिल को छूने वाली कहानी आने वाली पीढ़ी के लिए इन्वाइरन्मंट को सहेजने का मेसिज पेश करती है।,1
इस फिल्म को सलमान और अजय देवगन का लाजवाब अभिनय ने यादगार बना दिया,1
मिथुन पूरी फिल्म में दमदार लगे हैं। बच्चों ने अपना रोल दिल से निभाया है। सीमा बिश्वास अपनी छोटी सी भूमिका में जमी है। इस फिल्म में चालू मसाले चाहे न हो लेकिन एक अच्छी फिल्म देखने वालों की कसौटी पर यह खरी उतरने का दम रखती है। पूरी फिल्म बंधी हुई है और दिलचस्प है,1
वह दिन दूर नहीं जब वह एक फिल्म के लिए सात से आठ करोड़ मेहनताना मांगकर खान तिकड़ी को चौंका दें।,1
दरअसल भारतीय पुरा कथाओं का स्वरूप साइंस फिक्शन की फैंटेसी से काफी कुछ मेल खाता है।,1
खैर विपुल का दांव सटीक बैठा,1
इस फिल्म में काजोल का जरूरी योगदान है।,1
"बतौर  डायरेक्टर  चंदन  प्रभावित  करते  हैं

 सिद्धार्थ  और  अंकुर  विराल  का  लाजवाब  अभिनय।",1
स्क्रिप्ट की बंदिशों के बावजूद उनका काम लाजवाब है.,1
राजपाल यादव का काम भी बेहतरीन है.,1
फिल्म देश विदेश में जोरदार कमाई कर रही है।,1
पुरबिया और भोपाली लहजे से फिल्म की भाषा कथ्य के अनुकूल हो गई है।,1
