text,score
"इमरान हाशमी इस फिल्म में राज -2 के बाद एकबार फिर पेंटर बने है और अपने रोल में जमे हैं , लेकिन सोहा संजना के रोल में पूरी तरह मिस फिट नजर आती हैं। रिलीस से पहले की गई फिल्म की पब्लिसिटी में इसे मुंबई में हुई बारिश पर बेस्ड फिल्म बताकर प्रचारित किया गया , लेकिन अफसोस डायरेक्टर इमरान सोहा की लव स्टोरी में बारिश को भूल गए। फिल्म का संगीत भट्ट कैंप की पिछली फिल्मों के मुकाबले कमजोर है।",-1
कला की ऐसी दुर्दशा मैने पहले नही देखी थी..,-1
उनके संवादों में भी यह कमी है।,-1
"विक्रम भट्ट ने इस फिल्म की कमान सहायक विशाल पांड्या को सौंपी और बस यहीं वह मात खा गए। विशाल ने कहानी को आगे तो बढ़ाया , लेकिन फिल्म की रफ्तार ऐसी नहीं रख पाए कि कहानी दर्शकों को आखिर तक बांध पाए।",-1
कहानी में कुछ नयापन या खास नहीं,-1
फिल्म डायरेक्टर और टीवी शो में जज बने मोहनीश बहल ने निराश किया।,-1
"जनता तमाशबीन जरूर है, पर बुडबक नहीं",-1
"सेकंड हाफ में कहानी स्पीड पकड़ती है , तब डायरेक्टर रूमी जाफरी फिल्म पर अपनी पकड़ बनाए रखने में सफल नजर आते हैं।",-1
"इस हॉट बैचलर पार्टी में ऐसा कुछ खास नहीं कि आप इसमें शामिल हो सकें। हां , अगर आप हॉट पार्टियों के शौकीन है तो इंटरवल के बाद फिल्म आपको कुछ जमेगी। फिल्म के कई डायलॉग डबल मीनिंग है तो वहीं इंटरवल के बाद कहानी डायरेक्टर के हाथों पूरी तरह निकल जाती है।",-1
"दोनों को अलग ढंग से फिट किया जाता , तो फिल्म ज्यादा बेहतर बन पाती। डायरेक्टर साहब ने एक्स मिस श्रीलंका जैकलीन को हीरोइन बनाया और विलेन के तौर पर संजय दत्त को रिंग मास्टर के रोल में फिल्मी स्टाइल के साथ पेश किया , जो बार - बार किसी फिल्म का गाना गाता हुआ नजर आता है।",-1
निरंजन आयंगार भावों को शब्दों में नहीं उतार पाए हैं।,-1
"बस मुश्किल यही है कि बॉलिवुड में किसी भी सब्जेक्ट पर फिल्म बने , बॉक्स ऑफिस में उसकी धूम जमाने की चाह में उसमें ऐसे चालू मसाले डाले जाते हैं कि कहानी कहां से कहां पहुंच जाती है। कुछ यही हाल करोड़ों के बजट और इंडस्ट्री के दो नामी और महंगे स्टार्स अमिताभ और संजय दत्त को लेकर बनी इस फिल्म के हैं। बेहतरीन स्पेशल इफेक्ट्स और गजब की फोटोग्राफी के बावजूद कमजोर स्क्रिप्ट की वजह से यह दर्शकों की कसौटी पर खरी नहीं उतर पाती।",-1
"सेर और छटाक जैसे संवाद बोलने मात्र से फिल्म पीरियड हो जाती है तो कोस, मील, कट्ठा, बीघा शब्द भी इस्तेमाल कर लेते।",-1
"फिल्म में कहानी के नाम पर बॉलिवुड की दो सदाबहार सुपर हिट फिल्मों शोले और लगान का कचूमर निकाला गया है। अगर आप यह फिल्म देखने जा रहे हैं , तो इसमें कहानी मत तलाशिए।",-1
लगता है राम गोपाल वर्मा और उनकी फैक्ट्री के दिन ठीक नहीं चल रहे हैं.,-1
संवाद और प्रभावशाली और पीरियड-पीरियड हो जाते,-1
"स्मॉल स्क्रीन पर बतौर वीजे पहचान बना चुके गौरव कपूर पूरी फिल्म में बुझे-बुझे से लगते हैं। डाइरेक्टर ने उनसे ज्यादा फुटिज परमीत सेठी और गोविंद नामदेव को दी है , जिसे देखकर वाकई लगता है कि ' बेचारा गोविंद ' । बतौर निर्देशक वरुण न तो कलाकारों से ठीक काम करा पाए और न कहानी को ट्रैक पर रखने में कामयाब रहे। फिल्म के कई डबल मीनिंग डायलॉग सेंसर की कैंची से कैसे बचे रह गए , यह समझ से परे है। फिल्म का क्लाइमैक्स इतना बेहूदा और कमजोर हैं कि डाइरेक्टर की कला पर तरस आता है। ऐसे में अगर आप फिर भी इस गोविंद से मिलने थिअटर का रुख करते हैं , तो बेस्ट ऑफ लक...",-1
राजवीर और मेघा चटर्जी को लीड रोल में लिया। ऐक्टिंग के फील्ड में दोनों ही अनाड़ी खिलाड़ी साबित हुए। ऊपर से बिखरी स्क्रिप्ट और धीमी रफ्तार ने मूवी को कमजोर कर दिया।,-1
"मेघा का काम देखकर यही कहा जा सकता है कि अगर कैमरा फेस करने से पहले वह ऐक्टिंग की एबीसी सीख लेतीं तो अच्छा रहता। कुछ यहीं हाल हीरो राजवीर का भी है , जो किसी तरह से कैमरे के सामने टिक पाए हैं।",-1
भगवान उसकी इस प्रार्थना को सुनते हैं और दूबे ( सौरभ शुक्ला ) के रूप में उसके सपने पूरे करने आते है। बस यहीं से कहानी भटक जाती है। कमजोर स्क्रिप्ट और डाइरेक्टर की हल्की पकड़ के चलते फिल्म दर्शकों को कहीं भी बांध नहीं पाती।,-1
राहुल - वरुण के संवादों में ऐसा दम नहीं कि दर्शकों को बांध सकें।,-1
"यंग डायरेक्टर विजय लालवानी ने भले ही अपने काम को बखूबी अंजाम देने की कोशिश की , लेकिन वहीं अपने खास दोस्त फरहान को स्क्रीन पर ज्यादा से ज्यादा फुटेज देने के चक्कर में वह खुद ही भटक गए।",-1
"वहीं  अगर  इस  फिल्म  को  देखा  जाए  तो  लगता  है  जैसे  डायरेक्टर  ने  इस  सब्जेक्ट  का  मजाक  उड़ाया  है। 
 इंटरवल  के  बाद  दादा  जी  के  रोल  में  निर्माता  जवाहर  ऐसे  पर्दे  पर  छाए  कि  बाकी  किरदार  बौने  पड़ते  गए  और  यहीं  से  कहानी  ऐसी  उलझी  कि  अंत  तक  संभल  नहीं  पाई।",-1
बाद में उनके किरदार को ही उलझा दिया गया है।,-1
छोटी सी कहानी होने के बावजूद डायरेक्टर दर्शकों को एंड तक फिल्म से बांध नहीं पाते,-1
फैमिली क्लास के लिए फिल्म में कुछ नहीं।,-1
"कॉमिडी से प्रियदर्शन की पकड़ अब धीमी पड़ने लगी है। इंटरवल तक वे डेढ़ दर्जन स्टार्स को कहानी में फिट करते रहे , क्लाइमैक्स में होटल में पानी भरकर पता नहीं स्टार्स की बेवजह की भागदौड़ क्यों कराई। अर्चना पूरन सिंह से लेकर अक्षय , टीनू , असरानी , परेश रावल जैसे एक्टर्स का बेवजह चीखना चिल्लाना भी समझ से परे है।",-1
एन एक्‍स्‍ट्रीमली सैड फेनोमेनन.,-1
रण कोई नई बात नहीं कहती.,-1
"हर बार जेल से कोर्ट जाते वक्त जमानत मिलने की आस और वापसी में जमानत ना मिलने का दर्द उनके चेहरे पर नजर आता है। मुग्धा के लिए फिल्म में कुछ खास नहीं था , वहीं अपनी छोटी सी भूमिका के बावजूद मनोज वाजपेयी ने खूब वाहवाही बटोरी।",-1
फिल्म में कुछ सवाल बिना जवाब के ही रह गए हैं।,-1
अच्छा होता डायरेक्टर शूटिंग से कुछ दिन पहले फिल्म के कलाकारों और कैमरामैन के साथ वर्कशॉप करते। इंटरवल से पहले कहानी इस कदर सुस्त गति से आगे खिसकती है कि हॉल में बैठे दर्शक बोरियत महसूस करने लगते हैं।,-1
फिल्म में कुछ सवाल बिना जवाब के ही रह गए हैं।,-1
डांस से जुड़ी इस फिल्म का संगीत कमजोर है।,-1
"बॉलिवुड शायद कुछ ज्यादा ही बोल्ड हो गया है। कभी कॉलिज कैंपस में घूमने वाली फिल्मों की कहानियां अब स्कूलों में पहुंचने लगी हैं और अब दसवीं की स्टूडंट ममी और ग्यारहवीं का स्टूडंट पापा बनने लगे हैं। इक्कीसवीं सदी के इस दौर में भले ही हमारी सोसायटी इस बात को अभी गवारा न करे , लेकिन बॉलिवुड डायरेक्टर्स को इससे कुछ लेना-देना नहीं।",-1
इस फिल्म का सबसे माइनस पॉइंट यही है फिल्म की रफ्तार इतनी सुस्त है कि दर्शक उकताने लगते हैं। स्टार्ट टू फिनिश फिल्म में कोई ऐसा ट्विस्ट नहीं है जो दर्शकों को बांधने का दम रखता हो।,-1
मुद्दस्सर अजीज के सुस्त निर्देशन के अलावा कमजोर संवाद फिल्म को कहीं खड़ा नहीं कर पाते। मूवी देखकर ही लगता है कि डायरेक्टर ने कहानी को बेवजह लंबा करने के लिए लोटस जैसे फिजूल करैक्टर और तारा व मोहित की जोड़ी को जबरन ठूंसा है।,-1
"इस फिल्म में बॉलिवुड और हॉलिवुड की दो ग्रेट हस्तियां है , लेकिन यह नहीं कहा जा सकता कि डायरेक्टर ने इनसे बेहतर काम लिया। बिग बी इससे पहले भी कई बार ऐसे लुक और रोल में नजर आए तो बाकी किसी कलाकार के हिस्से में ऐसा बड़ा रोल नहीं था जो कुछ कर पाता। हां , आर माधवन ने स्टार्स की लंबी चौड़ी भीड़ के बीच अपनी मौजूदगी का एहसास कराया है। शक्ति कपूर की बेटी श्रृद्धा कपूर ने इस फिल्म के साथ करियर की शुरुआत की लेकिन फिल्म में उसके करने के लिए कुछ था ही नहीं जो वह अपनी प्रतिभा दिखा पाती।",-1
यह अवसर फिल्म शुरू होने के चंद मिनटों के अंदर ही बिखर गया।,-1
"फिल्म का हर कलाकार कैमरे के सामने अपने रटे रटाए डायलॉग बोलता नजर आता है। हीरो असीम मर्चेंट फिल्म में डॉक्टर बने हैं , लेकिन पूरी फिल्म में डॉक्टर कम नाकाम प्रेमी ज्यादा लगे हैं। असीम के चेहरे पर तो न कोई भाव आता है और न ही उनकी ऐक्टिंग में दम है। पूरी फिल्म ग्रेसी के आसपास है , लेकिन उनकी ऐक्टिंग भी ठहरी हुई और चेहरा बुझा - बुझा लगता है।",-1
"निर्देशक को लगा होगा कि दर्शकों के डर के के लिए यह इफेक्ट कारगर होगा, लेकिन सिनेमाघरों में बैठे दर्शक हंस पड़ते हैं।",-1
पिछली कई फिल्मों में स्क्रीन पर दूल्हा बन रहे फरदीन भी पूरी फिल्म में बुझे - बुझे नजर आते हैं।,-1
मीडिया के झांसे में आकर राहुल गांधी की राजनीति से प्रभावित हो जाना दुर्भाग्‍यपूर्ण है।,-1
"कुछ ऐसा ही हाल निर्माता से ऐक्टर बने कमाल खान की फिल्म देशद्रोही का भी है। महाराष्ट्र में उत्तर भारतीयों को लेकर उठे विवाद को इस फिल्म में कैश कराने की कोशिश की गई है। लेकिन कमजोर डाइरेक्टर , लचर स्क्रिप्ट के अलावा निर्माता कमाल खान का हीरो बनना इस फिल्म का सबसे कमजोर पक्ष है। फिल्म के हीरो कमाल खान के कई ऐक्शन सीन ऐसे है , जिन्हें देखकर हंसी आती है। अगर कमाल इस फिल्म में हीरो बनने का मोह त्यागकर किसी अच्छे कलाकार को लेते तो निश्चित तौर से इस मुद्दे पर यह एक असरदार फिल्म बन सकती थी। फिल्म के कुछ संवाद ऐसे है जिन पर सेंसर को साउंड डिलीट करनी चाहिए थी।",-1
' माई नेम इज खान ' में यह बात नहीं है।,-1
उदय चोपड़ा की इस फिल्म से भी कोई चमत्कार की उम्मीद नहीं है।,-1
"उन्हें लेखक,कलाकार और निर्देशक उचित साथ नहीं दे पाए हैं",-1
"फिल्म में निर्माता ने बेवजह हिंसा और ऐसे कई डबल - मीनिंग संवाद ठूंसे है , जिनकी कत्तई जरूरत नहीं थी। बोमन ईरानी और विनोद खन्ना जैसे सीनियर ऐक्टर होने के बावजूद डाइरेक्टर जोड़ी इनसे सहीं काम नहीं ले पाई। वहीं , सोहा अली खान इस बार भी एक्स्ट्रा टाइप भूमिका में है।",-1
वहीं सुहैल खान और जैकी ने निराश किया।,-1
फिल्म में बिजनेस टाइकून बने अमृत चोपड़ा (राजेश खन्ना) स्क्रीन पर खूबसूरत बीवी बीना (सारा खान) के साथ हर बार बुझे-बुझे नजर आए। फिल्म में काका की ऐक्टिंग और उनकी बेहद कमजोर डायलॉग डिलिवरी देख लगता है जैसे वह इस फिल्म को करना ही नहीं चाहते थे। हैरानी की बात है कि फिल्म के कई दृश्यों में काका के होंठ बंद होते हैं लेकिन उनकी आवाज सुनाई देती है।,-1
"फिल्म की स्क्रिप्ट में कोई नयापन नहीं है। अच्छा होता कि लीना मुंबई और छोटे शहरों के बीच तेजी से पनपते जुए के अड्डों पर कोई ऐसी फिल्म बनाती जिसमें समाज के लिए कोई संदेश होता। वैसे , कहानी के आखिर में जुए को बुरा और इंसान को बर्बाद करने वाला गेम साबित करने की कोशिश की गई है , लेकिन डायरेक्टर का यह मेसेज आम दर्शक की समझ में इसलिए नहीं आ सकता कि क्योंकि सर बेन किंग्सले और बिग बी के बीच के सभी संवाद अंग्रेजी में हैं।",-1
"इंडस्ट्री में ऐसे कम ही लोग मिलेंगे , जो अपनी पूरी हो चुकी फिल्म को सिर्फ एक स्टार की वजह से डिब्बे में बंद कर देते हैं।",-1
उनके लिए कुछ बचा ही नहीं था।,-1
"और कैसे पढे-लिखे, समझदार, देश-प्रदेश के कर्णधार इन पिटी हुई कहानियों पर लिखी कथा पर काम कर अभिनय करने को तैयार हो जाते हैं।",-1
"फिल्म के डाइरेक्टर ने कहानी में किरदार तो कई फिट किए , लेकिन उनका सही इस्तेमाल करना भूल गए। यह समझ नहीं आता कि प्रेम चोपड़ा जैसे सीनियर ऐक्टर ने ऐसी बेसिरपैर की भूमिका क्यों की।",-1
यह उन्‍होंने जिस आधार पर कहा उसी वंशवाद के विरोध का ढोल राहुल गांधी पीट रहे हैं।,-1
"अक्षय कुमार कॉमिडी के नाम पर जी भरकर शोर मचाने के अलावा कुछ नहीं कर पाए , वहीं सुनील शेट्टी किसी तरह अपना रोल निभा गए। कैटरीना भोली और मासूम लगी , लेकिन समीरा रेड्डी शोपीस बनकर रह गईं। नेहा धूपिया के हिस्से में चंद सीन आए , जिसमें उन्होंने दम दिखाया है। परेश रावल , असरानी और टीनू आनंद शोर मचाते दिखे।",-1
जावेद अख्तर और प्रीतम जैसे नामों के बावजूद फिल्म का गीत - संगीत एवरेज है। फरदीन और जेनेलिया को छोड़ दें तो कोई भी कलाकार आकर्षित नहीं करता।,-1
"बेशक यंग डायरेक्टर सुपर्ण वर्मा ने एक नए सब्जेक्ट को चुना है , लेकिन फिल्म के पात्रों मेंटकराव और बेवजह इंटरवल व सभी पात्रों की पहचान छुपाना समझ से परे है।",-1
"सिर्फ पैसे के दम पर अच्छी और दर्शकों को बांधें रखने वाली फिल्म कोई नहीं बना सकता। इसका जीता जागता उदाहरण है , 100 करोड़ से ज्यादा के बजट में बनी फिल्म ब्लू।",-1
फिल्म  के  साथ  तीन  संगीतकारों  का  नाम  जुड़ा  होने  के  बावजूद  फिल्म  में  ऐसा  कोई  गाना  नहीं  जो  म्यूजिक  लवर्स  की  जुबां  पर  चढ़ने  का  दम  रखता  हो।,-1
वहीं इस बार अपनी कहानी में इन तीनों के अलावा दर्जन भर स्टार्स को फिट करने के चलते स्क्रिप्ट कई जगह बिखरी है। इंटरवल के बाद शादी तो कभी अपहरण और फिर लाश का प्रसंग कहानी में बेवजह ठूंसा लगता है।,-1
"इंटरवल से पहले दर्शकों को डराने के लिए उन्होंने क्या कुछ नहीं किया लेकिन दर्शक डरने की बजाय हंसते नजर आए। 
कैमरामैन से डायरेक्टर बने संगीत की कैमरे पर गजब पकड़ है , इसके बावजूद फोटोग्राफी साधारण है और आधी से ज्यादा फिल्म को ना जाने क्यों ब्लू या डॉर्क में शूट किया गया है।",-1
अगर आपके पास देखने को और कोई ऑप्शन नहीं तो एकबार इस फिल्म को देख सकते हैं।,-1
लगता है फ़िर जल्दबाज़ी में घालमेल हो गया!,-1
"जैकी के लिए वाशु ने किसी जानी - मानी हीरोइन को भी नहीं लिया , शायद यह सोचकर कि कहीं बेटा पीछे न रह जाए। सत्तर - अस्सी के दशक में अमिताभ बच्चन को लीड रोल में लेकर कई सुपरहिट फिल्में बना चुके मनमोहन देसाई की पोती वैशाली देसाई ने भी इस फिल्म से करियर की शुरुआत की। वैसे , जैकी ने कैमरा फेस करने से पहले डांस और ऐक्शन जैसी तमाम ट्रेनिंग ली , वहीं वैशाली बिना किसी तैयारी के कैमरे के सामने आईं। लेकिन कहानी में नयापन न होने और कमजोर रफ्तार की वजह से फिल्म दर्शकों को एकटक स्क्रीन में देखने के लिए मजदूर नहीं कर पाई।",-1
"हीं , प्रियंका कुछ ज्यादा ही बोल्ड नजर आई हैं।",-1
अगर आपने फिल्म में तर्क या कुछ नया तलाशने की कोशिश की तो हॉल में वक्त काटना मुश्किल है।,-1
कुछ नया देखने का भ्रम थोड़ी देर तक बना रहता है।,-1
इस बार अनंत का वह अचूक दांव बेअसर हो गया.,-1
एक सेल्समैन के इर्दगिर्द घूमती इस स्क्रिप्ट में एंटरटेनमेंट और बॉक्स ऑफिस पर बिकाऊ कोई मसाला नहीं है। ऐसा लगता है स्क्रिप्ट राइटर भी फिल्म के क्लाइमेक्स को फाइनल करने में कुछ कन्फ्यूज रहा तभी आखिरी बीस मिनट की कहानी बेवजह आगे खिसकाई गई लगती है।,-1
"डायरेक्टर , शमित आखिर तक यह समझा नहीं पाए कि उनकी फिल्म का हीरो बॉस की नजरों में खुद को जीरो से हीरो बनाने की दौड़ में शामिल क्यों नहीं होता। लगता है , शमित को कंप्यूटर इंडस्ट्री का अच्छा खासा तजुर्बा है तभी तो आधी से ज्यादा फिल्म कंप्यूटर की सेल सर्विस , प्राफिट , और सरकारी कंपनियों में प्रॉडक्ट बेचने की ट्रिक समझने समझाने में बीत जाती है।",-1
वह अनंत के पिछले नायक इमरान की तरह दबंग नहीं दिखते,-1
दुर्भाग्य से उनके खाते में कम सीन थे,-1
"रजा  मुराद  ,  विद्या  सिन्हा  ,  अमिता  नागिया  जैसे  मंझे  हुए  कलाकारों  के  बावजूद  फिल्म  में  कोई  भी  प्रभावित  नहीं  कर  पाता।

 यही  वजह  है  शुक्रवार  को  इक्का  दुक्का  थिएटरों  पर  प्रदर्शित  हुई  फिल्म  देखने  पहुंचे  दर्शक  उंगलियों  पर  गिने  जा  सकते  थे।",-1
"फिल्म में अक्षय - करीना के लंबे चुंबन दृश्यों को सेंसर द्वारा यू / ए सर्टिफिकेट के साथ पास करना समझ से परे है। अमृता अरोड़ा , करीना कपूर और हॉलिवुड स्टार डेनिस रिचर्ड , सबने जमकर एक्सपोज किया है। फिल्म के डायलॉग साइलेंट कर दिए गए हैं , लेकिन इसके बावजूद फिल्म में अब भी कई डबल मीनिंग डायलॉग बचे हैं।",-1
इंटरवल से पहले इस तरह के कई दृश्य जबरन ठूंसे गए लगते है,-1
"इतने बरस बाद राजेश खन्ना की वापसी तो हुई , पर वह काफी निराशाजनक रही। समझ में यह बात नहीं आती कि अपने समय के सुपर स्टार रहे राजेश खन्ना की ऐसी कौन-सी मजबूरी थी कि उन्होंने यह फिल्म साइन की। इस फिल्म में 22 साल की खूबसूरत सारा खान ने 70 साल के काका से शानदार मुकाबला किया है। कह सकते हैं कि काका को कैमरा फेस करने से पहले कुछ तैयारी करनी चाहिए थी।",-1
दोस्तों को नायक की मौत पर कहानी का अंत एक त्रासद अंत लग सकता है,-1
"पिछले साल रिलीस हुई फिल्म 1920 की कहानी से फिल्म की कई घटनाएं काफी हद तक मिलती हैं। यहीं वजह है कि दर्शकों को कई जगह पहले से ही अगले सीन का कुछ-कुछ पता लग जाता है। फिल्म में सेक्स का तड़का लगाने में डाइरेक्टर ने कोई कसर बाकी नहीं रखी। कंगना ने अपने रीयल लाइफ लवर अध्ययन के साथ बोल्ड लव सीन दिए हैं। वहीं , अगर ऐक्टिंग पर नजर दौड़ाई जाए तो फैशन में अपनी ब्यूटी और ऐक्टिंग का जलवा बिखेर चुकी कंगना ने इस फिल्म में भी अपनी किरदार के साथ ईमानदारी की है। वह फिल्म में खूब जमी हैं। इमरान की ऐक्टिंग में भी लगातार सुधार दिखता नजर आ रहा है। वहीं , अध्ययन की बात की जाए , तो अपनी पिछली फिल्म हाल-ए-दिल में नाकाम रहने के बाद , उन्होंने इस बार एहसास कराया कि ऐक्टिंग की एबीसी उन्हें भी आती है। लेकिन इन खूबियों के बीच कमजोर स्क्रिप्ट और सुस्त निर्देशन राज 2 की रफ्तार रोकती है। वैसे , अगर आपने राज देखी है , तो प्लीज! उससे इस राज की तुलना न करें। शायद यह तुलना आपको निराश ही करेगी।",-1
अगर डेविड फिल्म की स्क्रिप्ट कुछ और कसते तो इसे एक अच्छी कॉमिडी फिल्म बनाया जा सकता था। लेकिन कमजोर निर्देशन और बिखरी स्क्रिप्ट के चलते करीब दो घंटे की यह फिल्म अंत तक दर्शकों को बांध नहीं पाती।,-1
यह लोकतंत्न के एक मजबूत स्तम्भ के दुरुपयोग का नंगा सच है,-1
इस नज़रिये से देखने पर मिथ्या का दूसरा हिस्सा एक डरावना अनुभव है.,-1
"कैमरे और लेटेस्ट तकनीक के बेहतर इस्तेमाल ने इस कहानी को सी क्लास हॉरर फिल्मों से अलग श्रेणी में लाकर रख दिया है।
वत्सल सेठ और अयूब खान इस फिल्म की सबसे कमजोर कड़ी हैं।",-1
फिल्म की स्क्रिप्ट बेहद कमजोर है। उस पर लचर डायलॉग डिलिवरी फिल्म का कमजोर पक्ष है।,-1
"वहीं  सिर्फ  एंटरटेनमेंट  के  मकसद  से  हॉल  गए  दर्शकों  की  कसौटी  पर  फिल्म  शायद  खरी  न  उतर  पाए। 
 स्क्रीन  पर  अपनी  ज्यादा  से  ज्यादा  सूरत  दिखाने  की  चाह  में  कोई  प्रड्यूसर  कहानी  का  सत्यानाश  कर  सकता  है। 
 इसके  बावजूद  अगर  दर्शक  इस  फिल्म  को  देखकर  खुद  को  सौ  फीसदी  ठगा  महसूस  करता  है",-1
अंजना सुखानी के हिस्से में ऐक्टिंग कम और सेक्सी सीन कुछ ज्यादा ही आए हैं।,-1
"इसके बाद फिल्म में वही ड्रामा शुरू होता है , जो कभी सत्तर-अस्सी के दशक में बनने वाली फिल्मों में नजर आता था। इस छोटी सी कहानी में जब भी ठहराव आने लगता है झट से पुलिस के आला अधिकारी बने जॉनी लीवर अजीबोगरीब हरकतें करते नजर आते हैं। कमजोर पटकथा , लचर अभिनय और सुस्त निर्देशन के चलते फिल्म कहीं भी दर्शकों को बांध नहीं पाती।",-1
"फिल्म के डाइरेक्टर भी शोले से कुछ ज्यादा ही प्रभावित हैं , तभी तो उन्होंने अपनी फिल्म में इन दोनों को महंगी कारों पर हाथ साफ करने वाले चोर के रूप में दिखाया। पर इंटरवल से थोड़ी देर पहले दर्शकों के बीच साफ होता है कि जय पुलिस इंस्पेक्टर है।",-1
फिल्म का गीत-संगीत कमजोर है।,-1
अच्छा रहता अगर डाइरेक्टर निर्माता के प्रति जरूरत से ज्यादा वफादारी दिखाने की बजाएं फिल्म के बाकी कैरक्टर्स को डेवलेप करते ।,-1
"फिल्म की कहानी में खास नयापन नहीं है। खासकर , पहला हाफ काफी ढीला है",-1
अफसोस फिल्म में सलमान और अजय देवगन के बीच में वह खोकर रह गईं।,-1
"इंटरवल के बाद जब पात्रों के खुद को पहचानने की बारी आती है , तो कहानी भटकने लगती है। सिर्फ दो घंटे से कम अवधि की फिल्म में भी दर्शक खुद को अंत तक बांध नहीं पाता।",-1
डीनो फिल्म में विलेन बनकर रह गए,-1
इंटरवल के बाद फिल्म उलझ जाती है।,-1
"अगर डायरेक्टर बार - बार हीरो राम द्वारा घर की छत पर चढ़ संस्कृत में श्लोक बोलने की बजाएं मां - बेटे के रिश्तों पर ध्यान केंद्रित करते तो बेहतर रहता। वहीं , जब निर्माता का सगा भाई फिल्म का हीरो है तो उसे ज्यादा फुटेज देने के लिए कई दूसरे पात्रों को उभरने न देना फिल्म का कमजोर पक्ष है।",-1
मैं गलियों से निकलता हूं फिर भी फंस जाता हूं।,-1
क्लाइमेक्स भी बेवजह खींचा गया महसूस होता है।,-1
"हम इस धारणा के प्रभाव को महसूस करते हैं, लेकिन उत्तेजित और प्रेरित नहीं होते",-1
